Gender,Age,Height,Weight,Pelvic_dia,Chest_depth,Chest_dia,Elbow_dia,Wrist_dia,Knee_dia,Ankle_dia,Shoulder_girth,Chest_girth,Waist_girth,Abdominal_girth,Hip_girth,Thigh_girth,Bicep_girth,Forearm_girth,Knee_girth,Calf_girth,Ankle_girth,Wrist_girth,average_deviation_weight,Height (inches),abdominal_girth_inches,thigh girth (in),waist girth (inches),weight (lbs),ankle girth (inches),wrist girth (inches),knee dia (in),ankle dia (in),shoulder girth (inches),wrist diameter in inches,chest diameter (inches),chest depth (inches),hip girth in inches,hip-to-waist ratio
male,46,184.2,94.5,30.4,21.6,31.5,15.4,11.6,20.4,15.4,123.1,107.3,101.6,103.8,110,57.8,34.9,28.9,40.3,40,23.7,18.1,11.0339,71.838,40.8661638,22.7195038,40.0000216,208.33658999999997,9.3307137,7.125988100000001,8.0315004,6.0629954,48.4645931,4.5669291338399995,12.4015815,8.503941600000001,43.30711,1.0826771653543308
male,34,176.5,80.2,26.8,20.4,29,13.6,10.8,18.9,15.2,117.2,101.8,87.8,90.2,98.4,55.6,33.1,28.4,38.2,37.7,24.5,17.1,11.0339,68.83500000000001,35.511830200000006,21.8547476,34.5669478,176.810524,9.6456745,6.732287100000001,7.4409488999999995,5.9842552,46.1417572,4.25196850392,11.417329,8.0315004,38.740178400000005,1.1207289293849658
male,32,177.8,72,28.7,18,29.4,15.2,11.8,20.7,15.4,113,94.5,80,85,95,52,31.5,26.5,36.9,36.4,22.9,17,11.0339,69.34200000000001,33.464585,20.439692,31.496080000000003,158.73263999999998,9.0157529,6.6929170000000004,8.1496107,6.0629954,44.488213,4.64566929132,11.5748094,7.0866180000000005,37.401595,1.1875
male,28,180.3,71.4,26.8,18,27.8,12.9,10.4,18,14.3,109.4,91.7,81.8,82.9,98.3,56.3,31,25.7,35,33,22,15.5,11.0339,70.31700000000001,32.63781290000001,22.1298973,32.2047418,157.409868,8.661422,6.1023655,7.0866180000000005,5.629924300000001,43.070889400000006,4.09448818896,10.9448878,7.0866180000000005,38.7008083,1.2017114914425429
male,31,171.4,72.7,26.4,19.2,29.4,14.6,11.5,19.6,15.3,105.7,95.9,84.4,86.8,99,55,30.5,26.4,36.1,38.4,21.3,16.4,11.0339,66.846,34.1732468,21.618905,33.228364400000004,160.275874,8.385831300000001,6.4566964,7.716539600000001,6.023625300000001,41.6141957,4.527559055099999,11.5748094,7.5590592,38.976399,1.1729857819905212
male,29,172.7,84.1,26.8,21.4,32.4,15,11.8,20.4,15.8,119.7,110.5,85,83.5,95.7,59,39.2,29.9,37.9,37.7,23.8,17.1,11.0339,67.353,32.8740335,23.191189,33.464585,185.40854199999998,9.370083800000002,6.732287100000001,8.0315004,6.220475800000001,47.126009700000004,4.64566929132,12.7559124,8.4252014,37.6771857,1.1258823529411766
male,42,172.7,76.8,25.4,21.6,28.7,14.3,12.4,19.6,14.3,118,104,90,86,96,52.5,33.5,29.1,36,36.9,23,18,11.0339,67.353,33.858286,20.6362275,35.43309,169.31481599999998,9.055123,7.0866180000000005,7.716539600000001,5.629924300000001,46.456718,4.881889763759999,11.2992187,8.503941600000001,37.795296,1.0666666666666667
male,29,177.8,63.6,26.1,18.2,24.9,13.6,10.4,17.6,14.2,104.3,86.8,72.9,73.4,89.5,51,29.8,24.8,32.6,33.1,22.1,16.3,11.0339,69.34200000000001,28.897653400000003,20.046621000000002,28.700802900000003,140.213832,8.700792100000001,6.417326300000001,6.929137600000001,5.5905542,41.0630143,4.09448818896,9.803154900000001,7.1653582,35.2362395,1.2277091906721536
male,31,177.8,80.9,27.1,20.4,28.7,14.8,11.7,19.4,14.6,114.1,106.7,81,80.2,93.7,54.8,35.5,30.6,36.9,37.3,22.7,16.8,11.0339,69.34200000000001,31.5748202,21.540290799999998,31.889781000000003,178.353758,8.9370127,6.614176800000001,7.6377994,5.7480346,44.9212841,4.60629921258,11.2992187,8.0315004,36.8897837,1.15679012345679
male,30,182.9,80.9,29.7,22.3,31.5,15.6,12,19.5,14.8,119,102.5,86.5,89,97,57,34,28.4,38,37,22.5,17.4,11.0339,71.331,35.039389,22.405047,34.0551365,178.353758,8.8582725,6.850397399999999,7.677169500000001,5.826774800000001,46.850419,4.7244094487999995,12.4015815,8.779532300000001,38.188997,1.1213872832369942
male,27,170.2,85.5,27.8,20.2,31.3,14.6,11,21.5,15.8,113.8,103,93.9,98.6,103.6,60.5,34.4,28.5,40.9,40.8,24.6,17.1,11.0339,66.378,38.8189186,23.7807955,36.9685239,188.49500999999998,9.685044600000001,6.732287100000001,8.4645715,6.220475800000001,44.8031738,4.3307086614,12.3228413,7.9527602,40.7874236,1.103301384451544
male,25,167.6,68.6,25.9,19.4,29.2,14.3,11.2,18.7,14.3,118,95,77,78,93,52,32.6,28.4,34.4,34.4,20,16.5,11.0339,65.364,30.708678000000003,20.439692,30.314977000000003,151.23693199999997,7.874020000000001,6.4960665,7.3622087,5.629924300000001,46.456718,4.40944881888,11.4960692,7.6377994,36.614193,1.2077922077922079
male,24,175.3,67.7,27.3,20.4,29,15,11.3,19.1,14.6,116,99,75,75,90,50.6,32,27.3,33.8,34,22,17,11.0339,68.367,29.527575000000002,19.8893926,29.527575000000002,149.252774,8.661422,6.6929170000000004,7.519689100000001,5.7480346,45.669316,4.44881889762,11.417329,8.0315004,35.43309,1.2
male,33,165.1,66.4,25.2,18.7,28.5,13.2,10.2,18.9,14.3,108.3,89.7,80.6,80.8,90,55.5,28.9,25,34.6,37.4,23,16.4,11.0339,64.389,31.8110408,21.8154405,31.7323006,146.386768,9.055123,6.4566964,7.4409488999999995,5.629924300000001,42.6378183,4.015748031479999,11.2204785,7.3622087,35.43309,1.1166253101736974
male,45,185.4,102.3,30.4,24,33.3,15.4,11.6,17.8,14.6,129.2,111.5,100.5,107.3,109.5,61.8,37.4,31.6,41,39.7,25.4,18.4,11.0339,72.30600000000001,42.2441173,24.291787799999998,39.566950500000004,225.53262599999996,10.0000054,7.2440983999999995,7.007877800000001,5.7480346,50.8661692,4.5669291338399995,13.1102433,9.448824,43.110259500000005,1.0895522388059702
male,37,181.6,70.5,27.8,18,26.8,14.6,11.2,19.5,15.8,109.2,94.1,81.2,84,91.6,51.5,33,27,35.2,35.5,23.1,16.3,11.0339,70.824,33.070884,20.2431565,31.9685212,155.42570999999998,9.094493100000001,6.417326300000001,7.677169500000001,6.220475800000001,42.99214920000001,4.40944881888,10.551186800000002,7.0866180000000005,36.0630116,1.12807881773399
male,44,172.7,95.9,30.6,24.9,32,14.9,10.8,18.9,14.1,124.3,118.3,103.4,106.2,108.5,60.5,35.4,29.7,42.3,40.8,24.8,17.1,11.0339,67.353,41.81104620000001,23.7807955,40.708683400000005,211.423058,9.763784800000002,6.732287100000001,7.4409488999999995,5.5511841,48.9370343,4.25196850392,12.598432,9.803154900000001,42.716558500000005,1.0493230174081238
male,34,190.5,84.1,30.8,20.9,29.7,15.2,10.8,18.6,15,122.6,106.5,90.3,101.1,101.6,57.2,35.4,28.6,40.4,37.8,24.9,17.9,11.0339,74.295,39.8031711,22.4836612,35.5512003,185.40854199999998,9.803154900000001,7.0472478999999995,7.322838600000001,5.905515,48.2677426,4.25196850392,11.692919700000001,8.2283509,40.0000216,1.1251384274640088
male,55,179.1,87.3,30.8,22.1,32.2,16,13.2,19.5,16.1,122.4,110.4,98,98,99.6,56.7,36.4,29.2,40.9,42.1,26.1,19.5,11.0339,69.849,38.582698,22.2871257,38.582698,192.46332599999997,10.275596100000001,7.677169500000001,7.677169500000001,6.338586100000001,48.18900240000001,5.196850393679999,12.677172200000001,8.700792100000001,39.212619600000004,1.0163265306122449
male,43,175.3,71.8,25.4,19.2,29.9,14.8,10.6,18.7,15.2,114.9,102.3,86.5,87.7,91.9,55,35,28.9,38.3,37.8,24,17.3,11.0339,68.367,34.5275777,21.618905,34.0551365,158.29171599999998,9.448824,6.811027300000001,7.3622087,5.9842552,45.2362449,4.173228346439999,11.7716599,7.5590592,36.1811219,1.06242774566474
male,24,170.2,65.9,29.2,19.7,29.9,14.8,11,18,15,111.1,98.5,77.9,87.3,90.8,50.8,35,28.4,35.5,35,21,16.6,11.0339,66.378,34.3700973,19.968006799999998,30.669307900000003,145.284458,8.267721,6.535436600000001,7.0866180000000005,5.905515,43.7401811,4.3307086614,11.7716599,7.7559097,35.7480508,1.1655969191270859
male,22,193,95.9,32.2,22.5,33.5,15.8,11.3,20.5,14.8,126,111.6,89.1,95.1,104.8,62.7,37.9,31.2,41.1,41.2,27.7,18.1,11.0339,75.27,37.4409651,24.645551700000002,35.0787591,211.423058,10.9055177,7.125988100000001,8.0708705,5.826774800000001,49.606326,4.44881889762,13.1889835,8.8582725,41.2598648,1.1762065095398428
male,38,171.4,91.4,34.7,23.5,30.2,14.8,10.6,20.6,14.3,115.5,106.7,93.9,111.8,111.4,62.8,36.2,29.7,42.8,39.3,23.5,16.8,11.0339,66.846,44.0157718,24.6848588,36.9685239,201.502268,9.2519735,6.614176800000001,8.110240600000001,5.629924300000001,45.472465500000006,4.173228346439999,11.889770200000001,9.2519735,43.858291400000006,1.1863684771033014
male,24,177.8,81.8,28.7,20.2,32.9,14.3,11.5,19.6,15.1,124.7,110.4,85.3,82.9,96.5,57,39,29.8,36.8,36,21.6,17.3,11.0339,69.34200000000001,32.63781290000001,22.405047,33.5826953,180.33791599999998,8.503941600000001,6.811027300000001,7.716539600000001,5.9448851000000005,49.094514700000005,4.527559055099999,12.9527629,7.9527602,37.992146500000004,1.1313012895662369
male,29,177.8,96.8,30.2,25.4,32.2,15.2,10.7,18.8,14.8,125.3,114,98.5,103.8,108.1,61.3,37.2,31.4,41.9,42.1,26.4,17.9,11.0339,69.34200000000001,40.8661638,24.0952523,38.779548500000004,213.40721599999998,10.3937064,7.0472478999999995,7.401578800000001,5.826774800000001,49.3307353,4.2125984251799995,12.677172200000001,10.0000054,42.5590781,1.0974619289340102
male,25,167.6,69.1,29,20.2,29.2,13.8,10.4,18.4,14.4,118.2,101.8,79.5,90.1,95.3,54.8,34.2,28.5,36.6,36.2,22.8,17.3,11.0339,65.364,35.4724601,21.540290799999998,31.299229500000003,152.33924199999998,8.976382800000001,6.811027300000001,7.2440983999999995,5.6692944,46.5354582,4.09448818896,11.4960692,7.9527602,37.5197053,1.1987421383647798
male,37,167.6,82.7,28,23.3,31.5,14,11,19.7,13.8,124.3,109.6,94.9,94.7,104.3,59,35.9,27.8,37.7,36.8,23.2,16.5,11.0339,65.364,37.2834847,23.191189,37.3622249,182.322074,9.1338632,6.4960665,7.7559097,5.433073800000001,48.9370343,4.3307086614,12.4015815,9.173233300000001,41.0630143,1.0990516332982085
male,30,180.3,75.5,27.1,17.3,29.4,14.4,11.6,21.2,15.8,118.3,100.7,76.5,87.2,96.3,54.2,33.8,27.7,36.4,38.2,23.8,18.2,11.0339,70.31700000000001,34.330727200000005,21.304448200000003,30.118126500000002,166.44880999999998,9.370083800000002,7.1653582,8.3464612,6.220475800000001,46.5748283,4.5669291338399995,11.5748094,6.811027300000001,37.9134063,1.2588235294117647
male,26,182.9,79.5,26.8,25.4,28.7,15,11.2,18.4,14.4,122.3,104.3,88.4,89.6,98.8,54.8,35.5,29.7,37.7,37,23.7,18.3,11.0339,71.331,35.2756096,21.540290799999998,34.803168400000004,175.26728999999997,9.3307137,7.204728300000001,7.2440983999999995,5.6692944,48.1496323,4.40944881888,11.2992187,10.0000054,38.8976588,1.1176470588235292
male,35,176.5,73.6,28.7,22.1,29.2,14.3,11.2,18.5,14.5,116.5,104.2,84.2,84,93.2,55,33,25.4,35.6,36.4,22.8,15.9,11.0339,68.83500000000001,33.070884,21.618905,33.149624200000005,162.26003199999997,8.976382800000001,6.2598459,7.283468500000001,5.7086645,45.866166500000006,4.40944881888,11.4960692,8.700792100000001,36.692933200000006,1.1068883610451306
male,29,186.7,91.8,28.5,23.7,30.8,15.8,12.9,19.3,16,123,107.4,87.6,89.4,106.7,60.9,38.3,31.2,39,42.6,25.8,18.8,11.0339,72.813,35.196869400000004,23.9380239,34.4882076,202.38411599999998,10.157485800000002,7.401578800000001,7.598429300000001,6.299216,48.425223,5.0787401574599995,12.1259908,9.3307137,42.0078967,1.2180365296803655
male,30,188,84.1,30.8,20.4,29.7,14.3,10.9,19.6,15.4,117.6,101,83.7,91.1,99.9,56.8,33.5,27.7,38.7,41.8,29.3,18,11.0339,73.32000000000001,35.8661611,22.3264328,32.9527737,185.40854199999998,11.5354393,7.0866180000000005,7.716539600000001,6.0629954,46.2992376,4.29133858266,11.692919700000001,8.0315004,39.3307299,1.1935483870967742
male,37,188,85.9,31.3,19.4,32,14.8,11.3,20.1,15.5,117.5,103,92.1,91.3,103.8,56.6,33.3,27.7,37.1,37.4,22.6,17.1,11.0339,73.32000000000001,35.9449013,22.247818600000002,36.2598621,189.376858,8.897642600000001,6.732287100000001,7.913390100000001,6.1023655,46.259867500000006,4.44881889762,12.598432,7.6377994,40.8661638,1.1270358306188926
male,34,177.8,81.8,30.8,22.5,28.3,13,10.5,19.7,13.4,117.3,107.2,89.9,94.7,107.1,59.2,35.3,26.9,36.6,32.3,22,17.1,11.0339,69.34200000000001,37.2834847,23.269803200000002,35.39371990000001,180.33791599999998,8.661422,6.732287100000001,7.7559097,5.275593400000001,46.1811273,4.1338582677,11.1417383,8.8582725,42.1653771,1.1913236929922135
male,28,174,82.5,24.7,22.5,30.2,14.8,11.3,20.4,16,114.5,99,88.7,91,100,57.5,34,28.3,40.9,38.8,26.4,18.1,11.0339,67.86,35.826791,22.6015825,34.9212787,181.88115,10.3937064,7.125988100000001,8.0315004,6.299216,45.078764500000005,4.44881889762,11.889770200000001,8.8582725,39.3701,1.1273957158962795
male,27,177.8,80.5,26.6,23.3,28.7,14.2,11.1,19.5,14.3,122.9,100.3,83.9,89.4,103.9,59.8,36.1,29.4,37,36.5,24.3,18.7,11.0339,69.34200000000001,35.196869400000004,23.5056458,33.03151390000001,177.47190999999998,9.566934300000002,7.3622087,7.677169500000001,5.629924300000001,48.3858529,4.370078740139999,11.2992187,9.173233300000001,40.9055339,1.2383790226460072
male,32,171.4,70,25.9,19.9,27.3,14.8,10.6,19.4,14.3,115.5,100.2,79.5,88.7,95.3,52.5,34.6,25.8,35.6,35.1,21.8,16.3,11.0339,66.846,34.9212787,20.6362275,31.299229500000003,154.3234,8.582681800000001,6.417326300000001,7.6377994,5.629924300000001,45.472465500000006,4.173228346439999,10.748037300000002,7.8346499,37.5197053,1.1987421383647798
male,28,185.4,81.8,28.5,19.2,32,14.8,12,21.2,16.2,116.1,99.8,84.5,92.6,99.5,59.2,34.3,29,36.5,38.5,24.5,17.3,11.0339,72.30600000000001,36.4567126,23.269803200000002,33.2677345,180.33791599999998,9.6456745,6.811027300000001,8.3464612,6.3779562,45.7086861,4.7244094487999995,12.598432,7.5590592,39.173249500000004,1.1775147928994083
male,22,185.4,84.1,26.4,21.4,32.6,14.8,12,20,15.2,121.6,107.5,89.2,88.4,107,56.9,35.6,28.5,37,37.6,23,17.5,11.0339,72.30600000000001,34.803168400000004,22.3657399,35.118129200000006,185.40854199999998,9.055123,6.8897675000000005,7.874020000000001,5.9842552,47.8740416,4.7244094487999995,12.834652600000002,8.4252014,42.126007,1.1995515695067265
male,44,188,90.5,31.3,23,32.6,15.7,11.5,20.5,15.2,131.6,110.1,90.7,91.9,101.7,58,36.8,29,36.9,38.9,24.2,17.9,11.0339,73.32000000000001,36.1811219,22.798118,35.7086807,199.51810999999998,9.5275642,7.0472478999999995,8.0708705,5.9842552,51.8110516,4.527559055099999,12.834652600000002,9.055123,40.0393917,1.1212789415656008
male,25,188,91.4,29,25.4,30.8,15.4,11,18.8,15,124.5,107,88.8,97.5,103.8,61,36.7,28.6,38.4,39.5,24.4,16.8,11.0339,73.32000000000001,38.385847500000004,23.977331,34.9606488,201.502268,9.6063044,6.614176800000001,7.401578800000001,5.905515,49.015774500000006,4.3307086614,12.1259908,10.0000054,40.8661638,1.1689189189189189
male,49,182.9,89.1,29.7,23.5,31.3,14.3,11,18.2,14.8,115.6,105.6,103.6,100.7,100.6,55.3,33.6,26.9,37.8,37.9,23.9,17.1,11.0339,71.331,39.6456907,21.7368263,40.7874236,196.43164199999998,9.4094539,6.732287100000001,7.1653582,5.826774800000001,45.5118356,4.3307086614,12.3228413,9.2519735,39.6063206,0.971042471042471
male,54,176.5,85,28.7,23.7,30.2,15.8,11.6,19.3,16.8,117,103.6,98.5,99.9,103.6,57.5,33.7,29,38.7,36.7,24.3,17.7,11.0339,68.83500000000001,39.3307299,22.6015825,38.779548500000004,187.3927,9.566934300000002,6.9685077,7.598429300000001,6.614176800000001,46.063017,4.5669291338399995,11.889770200000001,9.3307137,40.7874236,1.051776649746193
male,49,175.3,69.1,27.3,20.2,28.3,13.8,11.4,18,13,108.6,97.1,82.9,88.1,91.2,51.7,30.7,25.7,33.9,33.4,21.2,16.7,11.0339,68.367,34.6850581,20.321770700000002,32.63781290000001,152.33924199999998,8.3464612,6.5748067,7.0866180000000005,5.118113,42.7559286,4.48818897636,11.1417383,7.9527602,35.905531200000006,1.1001206272617612
male,60,175.3,73.6,29.7,24.9,30.8,15.3,11.5,19.2,14.6,120.2,109.8,90.5,92.3,95.2,52.4,35.8,28.7,32.5,36.5,23.7,17.5,11.0339,68.367,36.3386023,20.5969204,35.629940500000004,162.26003199999997,9.3307137,6.8897675000000005,7.5590592,5.7480346,47.3228602,4.527559055099999,12.1259908,9.803154900000001,37.480335200000006,1.0519337016574586
male,42,188,80.5,29.7,19.9,32,15.5,11.8,19.6,16.1,116.2,103.3,84.5,94.5,98.2,53.7,32.5,27.8,36,36.3,22,17.7,11.0339,73.32000000000001,37.204744500000004,21.1079127,33.2677345,177.47190999999998,8.661422,6.9685077,7.716539600000001,6.338586100000001,45.7480562,4.64566929132,12.598432,7.8346499,38.661438200000006,1.162130177514793
male,52,188,82.7,31.1,22.1,31.3,15.2,11,19,14.4,115.4,103.7,86,93.8,97.1,53.1,33.9,27.3,35.7,36.6,22.6,17.5,11.0339,73.32000000000001,36.9291538,20.872070100000002,33.858286,182.322074,8.897642600000001,6.8897675000000005,7.480319000000001,5.6692944,45.433095400000006,4.3307086614,12.3228413,8.700792100000001,38.2283671,1.1290697674418604
male,23,175.3,86.4,29.8,22.4,29.8,15.6,11.2,19.6,14.8,120,108.5,84.2,88.9,97.5,58.8,36.6,29.9,34.2,34.8,22,18.1,11.0339,68.367,35.00001890000001,23.1125748,33.149624200000005,190.479168,8.661422,7.125988100000001,7.716539600000001,5.826774800000001,47.24412,4.40944881888,11.7322898,8.8189024,38.385847500000004,1.157957244655582
male,33,170.5,67.7,29.2,19.2,29.7,13.8,10.7,18.6,14.2,110.3,97.8,85.7,89.5,94.9,51.7,32.2,26.4,34.4,32.6,22,16.4,11.0339,66.495,35.2362395,20.321770700000002,33.7401757,149.252774,8.661422,6.4566964,7.322838600000001,5.5905542,43.4252203,4.2125984251799995,11.692919700000001,7.5590592,37.3622249,1.1073512252042008
male,46,179.1,92.7,29.4,24.7,31.5,14.2,11.2,19.4,14.2,119.7,112.7,112.1,105.9,106.3,56.9,35.7,27.8,37.3,36.6,22.7,16.4,11.0339,69.849,41.6929359,22.3657399,44.1338821,204.36827399999999,8.9370127,6.4566964,7.6377994,5.5905542,47.126009700000004,4.40944881888,12.4015815,9.7244147,41.8504163,0.9482604817127565
male,43,177.8,93.6,28.5,23.5,32.9,15.6,12,18.4,16.3,123.5,111.4,99.7,102.9,105.8,57.8,36.5,30.5,39,41.2,25.7,18.8,11.0339,69.34200000000001,40.5118329,22.7195038,39.2519897,206.35243199999996,10.1181157,7.401578800000001,7.2440983999999995,6.417326300000001,48.622073500000006,4.7244094487999995,12.9527629,9.2519735,41.6535658,1.0611835506519558
male,56,175.3,70.9,29.7,22.8,27.3,13.1,10.8,17.3,15.5,107.8,95.1,84.7,92.9,96.7,54.6,32.8,25.3,36.6,35,23.5,17.1,11.0339,68.367,36.5748229,21.4616766,33.3464747,156.307558,9.2519735,6.732287100000001,6.811027300000001,6.1023655,42.4409678,4.25196850392,10.748037300000002,8.976382800000001,38.0708867,1.141676505312869
male,21,182.9,75,27.8,19,28.7,15.1,11.3,19.2,14.9,118.7,100.2,80.3,92.4,96.4,53.8,35.7,29.2,38.4,37,25.6,17.9,11.0339,71.331,36.377972400000004,21.1472198,31.6141903,165.3465,10.078745600000001,7.0472478999999995,7.5590592,5.8661449,46.732308700000004,4.44881889762,11.2992187,7.480319000000001,37.952776400000005,1.2004981320049815
male,18,170.8,93.2,28,19.4,31.7,14.4,10.7,18.6,14.4,120.7,106.3,98.6,111.7,118.7,70,37.1,27.8,37.5,39.2,25.7,15.9,11.0339,66.61200000000001,43.976401700000004,27.51497,38.8189186,205.47058399999997,10.1181157,6.2598459,7.322838600000001,5.6692944,47.519710700000005,4.2125984251799995,12.480321700000001,7.6377994,46.732308700000004,1.2038539553752536
male,21,188,93.2,29.7,22.8,32,15.5,11.2,18.4,15.6,118.7,109.5,90,96.2,104.3,63.5,39.4,29.9,37.4,37.3,24.3,17.2,11.0339,73.32000000000001,37.874036200000006,24.9600085,35.43309,205.47058399999997,9.566934300000002,6.7716572,7.2440983999999995,6.1417356000000005,46.732308700000004,4.40944881888,12.598432,8.976382800000001,41.0630143,1.1588888888888889
male,45,180.3,77.7,28.7,21.6,30.6,15,11,18.7,13.8,118,106.3,86.6,93.9,95.9,53.6,34.4,28.6,35,34.1,21.7,17.1,11.0339,70.31700000000001,36.9685239,21.0686056,34.0945066,171.298974,8.5433117,6.732287100000001,7.3622087,5.433073800000001,46.456718,4.3307086614,12.047250600000002,8.503941600000001,37.7559259,1.107390300230947
male,22,177.8,61.4,26.8,19.7,27.8,14,10.5,18.4,14.6,105,91.5,80.2,85.7,89.2,48.5,28.7,25,35.4,32.3,23,16.2,11.0339,69.34200000000001,33.7401757,19.0639435,31.5748202,135.363668,9.055123,6.3779562,7.2440983999999995,5.7480346,41.338605,4.1338582677,10.9448878,7.7559097,35.118129200000006,1.112219451371571
male,55,185.4,94.1,31.1,26.4,30.2,15,11.6,18.8,15.8,110.6,104.9,109.2,104.4,101.7,56.4,34,29.2,39.3,38.5,24.3,17.4,11.0339,72.30600000000001,41.102384400000005,22.169204399999998,42.99214920000001,207.45474199999998,9.566934300000002,6.850397399999999,7.401578800000001,6.220475800000001,43.5433306,4.5669291338399995,11.889770200000001,10.3937064,40.0393917,0.9313186813186813
male,42,168.9,75,27.8,21.1,30.6,14.8,11.4,17.6,14.2,123.1,109.6,88.4,92,95.1,52.5,39.4,29.8,34.5,34,22,17,11.0339,65.87100000000001,36.220492,20.6362275,34.803168400000004,165.3465,8.661422,6.6929170000000004,6.929137600000001,5.5905542,48.4645931,4.48818897636,12.047250600000002,8.307091100000001,37.4409651,1.0757918552036199
male,29,185.4,83.6,27.3,19.9,31.3,14,11.2,20.2,14.3,121,102.5,81,84.5,105,56,31.5,26.5,38.5,36.9,21.3,16.6,11.0339,72.30600000000001,33.2677345,22.011976,31.889781000000003,184.30623199999997,8.385831300000001,6.535436600000001,7.9527602,5.629924300000001,47.637821,4.40944881888,12.3228413,7.8346499,41.338605,1.2962962962962963
male,40,180.3,85.5,27.8,21.1,29.4,15.6,12,21.2,16.4,111.7,101.2,88.8,90.8,101.3,62.5,35.2,28.9,40.6,39.2,23,17.5,11.0339,70.31700000000001,35.7480508,24.5669375,34.9606488,188.49500999999998,9.055123,6.8897675000000005,8.3464612,6.4566964,43.976401700000004,4.7244094487999995,11.5748094,8.307091100000001,39.8819113,1.1407657657657657
male,24,174,73.9,25.2,20.9,30.4,15.3,11.4,18.9,13.8,111,98.7,78.1,78.6,92,56.5,35.7,29.2,36.4,37,22,17.2,11.0339,67.86,30.9448986,22.2085115,30.7480481,162.921418,8.661422,6.7716572,7.4409488999999995,5.433073800000001,43.700811,4.48818897636,11.9685104,8.2283509,36.220492,1.17797695262484
male,62,167.6,66.8,28.3,18.2,29.2,12.9,10.6,20.2,14.2,112,96,81.5,80.5,89.5,52,30.3,25,36,35,22.4,16.7,11.0339,65.364,31.692930500000003,20.439692,32.0866315,147.26861599999998,8.8189024,6.5748067,7.9527602,5.5905542,44.094512,4.173228346439999,11.4960692,7.1653582,35.2362395,1.098159509202454
male,26,182.9,87.3,27.8,22.3,29.7,16.6,11.8,20.8,15.3,115.9,104.2,87.6,89.6,100.5,60.7,36.5,31.1,40.7,38.4,22.9,17.9,11.0339,71.331,35.2756096,23.8594097,34.4882076,192.46332599999997,9.0157529,7.0472478999999995,8.188980800000001,6.023625300000001,45.6299459,4.64566929132,11.692919700000001,8.779532300000001,39.566950500000004,1.1472602739726028
male,35,160,72.3,28.3,19.7,30.2,12.9,11,18.6,12.7,121,103,92.5,88.5,94,55,36,28,36.5,37,21.8,17.5,11.0339,62.400000000000006,34.8425385,21.618905,36.417342500000004,159.39402599999997,8.582681800000001,6.8897675000000005,7.322838600000001,5.0000027,47.637821,4.3307086614,11.889770200000001,7.7559097,37.007894,1.0162162162162163
male,37,180.3,88.6,29.9,21.4,32.9,14.5,11.7,20.4,15,123.6,107,97,95.5,104.5,56.6,34.4,28.9,40,38.5,24,17,11.0339,70.31700000000001,37.598445500000004,22.247818600000002,38.188997,195.32933199999997,9.448824,6.6929170000000004,8.0315004,5.905515,48.6614436,4.60629921258,12.9527629,8.4252014,41.141754500000005,1.077319587628866
male,34,167.6,75.5,26.8,20.2,31.1,14.4,11.8,20.4,15.2,120,101,82,82,98,59,35.4,29,38,42,23.6,17.5,11.0339,65.364,32.283482,23.191189,32.283482,166.44880999999998,9.291343600000001,6.8897675000000005,8.0315004,5.9842552,47.24412,4.64566929132,12.244101100000002,7.9527602,38.582698,1.1951219512195121
male,25,186.7,101.4,29.4,23.5,34.7,15.1,11.8,21.8,15.8,128.7,112.1,99.5,97.8,107.4,60.5,35.5,28.8,42.9,38.7,25.7,17.1,11.0339,72.813,38.5039578,23.7807955,39.173249500000004,223.54846799999999,10.1181157,6.732287100000001,8.582681800000001,6.220475800000001,50.6693187,4.64566929132,13.661424700000001,9.2519735,42.283487400000006,1.0793969849246232
male,30,175.3,91.1,29.4,19.9,34,14.5,11,21.3,14.4,124.5,103.4,93.8,92.7,112.2,66.2,34.8,30.1,45.7,43.6,26.9,17,11.0339,68.367,36.4960827,26.021300200000002,36.9291538,200.84088199999997,10.5905569,6.6929170000000004,8.385831300000001,5.6692944,49.015774500000006,4.3307086614,13.385834000000001,7.8346499,44.1732522,1.1961620469083156
male,32,175.3,67.3,24.4,18,29.9,14.3,10.1,18.3,13.2,112.4,100.3,79.1,80.4,94.3,51,32.6,27.2,36.1,32.7,22.5,17.9,11.0339,68.367,31.653560400000003,20.046621000000002,31.1417491,148.37092599999997,8.8582725,7.0472478999999995,7.204728300000001,5.1968532,44.251992400000006,3.9763779527399996,11.7716599,7.0866180000000005,37.1260043,1.1921618204804045
male,27,175.9,77.7,29.2,19.9,28.3,14.8,12.8,20.7,14.3,112.2,95.7,85.8,94.7,106.8,60.6,33.6,27.3,37.5,41.8,26.2,17.8,11.0339,68.601,37.2834847,23.820102600000002,33.7795458,171.298974,10.3149662,7.007877800000001,8.1496107,5.629924300000001,44.1732522,5.03937007872,11.1417383,7.8346499,42.0472668,1.2447552447552448
male,42,175.3,81.8,29,21.4,32.4,15.3,11,20.6,15,127,108,90.8,92.4,100.3,56.5,36.8,29.3,37.5,36.3,23.4,16.7,11.0339,68.367,36.377972400000004,22.2085115,35.7480508,180.33791599999998,9.2126034,6.5748067,8.110240600000001,5.905515,50.000027,4.3307086614,12.7559124,8.4252014,39.4882103,1.104625550660793
